miRNA,symbol,score
hsa-miR-636,RNF19B,65.8668
hsa-miR-4470,RNF19B,65.0472
hsa-miR-10400-3p,RNF19B,64.7816150344
hsa-miR-4674,RNF19B,64.7816150344
hsa-miR-95-5p,RNF19B,64.6794
hsa-miR-27a-3p,RNF19B,64.2971
hsa-miR-27b-3p,RNF19B,64.2971
hsa-miR-9985,RNF19B,64.2971
hsa-miR-4303,RNF19B,63.7775
hsa-miR-4769-3p,RNF19B,63.5500782484
hsa-miR-6817-5p,RNF19B,63.5500782484
hsa-miR-545-5p,RNF19B,63.3285
hsa-miR-4789-5p,RNF19B,62.6204
hsa-miR-6827-5p,RNF19B,62.5018207256
hsa-miR-4761-3p,RNF19B,61.7794
hsa-miR-3163,RNF19B,61.275
hsa-miR-4789-3p,RNF19B,60.7768
hsa-miR-3614-5p,RNF19B,60.7551354214
hsa-miR-6721-5p,RNF19B,60.5066
hsa-miR-744-3p,RNF19B,59.3855
hsa-miR-7162-3p,RNF19B,59.2635
hsa-miR-3191-5p,RNF19B,57.1346470366
hsa-miR-7114-5p,RNF19B,57.1056
hsa-miR-4436b-5p,RNF19B,56.718766239972
hsa-miR-4668-3p,RNF19B,55.9742
hsa-miR-4477a,RNF19B,55.9148
hsa-miR-6834-3p,RNF19B,54.8837
hsa-miR-1290,RNF19B,54.8372
hsa-miR-218-5p,RNF19B,54.7835
hsa-miR-6815-3p,RNF19B,54.7328112474578
hsa-miR-548ar-3p,RNF19B,53.7432
hsa-miR-5582-3p,RNF19B,53.7432
hsa-miR-9-5p,RNF19B,53.5214
hsa-miR-4307,RNF19B,53.491962489
hsa-miR-4774-5p,RNF19B,53.2389
hsa-miR-17-3p,RNF19B,52.6576872844
hsa-miR-4471,RNF19B,52.5374
hsa-miR-939-3p,RNF19B,51.9823
hsa-miR-4677-3p,RNF19B,51.3547
hsa-miR-4679,RNF19B,51.3547
hsa-miR-4659a-3p,RNF19B,50.7756
hsa-miR-4659b-3p,RNF19B,50.7756
hsa-miR-33a-5p,RNF19B,50.0
hsa-miR-33b-5p,RNF19B,50.0
hsa-miR-3919,RNF19B,50.0
hsa-miR-4277,RUBCN,96.4353858708722
hsa-miR-3619-5p,RUBCN,95.1885953257375
hsa-miR-214-3p,RUBCN,94.7183737440564
hsa-miR-761,RUBCN,94.6094729993362
hsa-miR-302e,RUBCN,93.9151412294474
hsa-miR-3682-3p,RUBCN,93.55037
hsa-miR-6847-5p,RUBCN,93.4430552806524
hsa-miR-24-3p,RUBCN,90.6998043976
hsa-miR-4310,RUBCN,90.2985275752095
hsa-miR-4441,RUBCN,89.0936597395893
hsa-miR-372-3p,RUBCN,88.4036626535562
hsa-miR-373-3p,RUBCN,88.4036626535562
hsa-miR-520a-3p,RUBCN,88.4036626535562
hsa-miR-520b-3p,RUBCN,88.4036626535562
hsa-miR-520c-3p,RUBCN,88.4036626535562
hsa-miR-520d-3p,RUBCN,88.4036626535562
hsa-miR-520e-3p,RUBCN,88.4036626535562
hsa-miR-302a-3p,RUBCN,88.2338700174986
hsa-miR-302b-3p,RUBCN,88.2338700174986
hsa-miR-302c-3p,RUBCN,88.2338700174986
hsa-miR-302d-3p,RUBCN,88.2338700174986
hsa-miR-4797-5p,RUBCN,87.9505397063274
hsa-miR-204-5p,RUBCN,85.9203
hsa-miR-211-5p,RUBCN,85.9203
hsa-miR-2115-5p,RUBCN,84.6475998890486
hsa-miR-651-3p,RUBCN,83.8000239463
hsa-miR-7157-5p,RUBCN,83.5554920417
hsa-miR-519a-3p,RUBCN,83.5208
hsa-miR-519b-3p,RUBCN,83.5208
hsa-miR-519c-3p,RUBCN,83.5208
hsa-miR-4291,RUBCN,82.8435
hsa-miR-3977,RUBCN,81.0674780288
hsa-miR-211-3p,RUBCN,80.7277630069663
hsa-miR-4270,RUBCN,80.2676642741225
hsa-miR-4755-3p,RUBCN,80.0424282283
hsa-miR-3921,RUBCN,80.0102764104901
hsa-miR-4653-5p,RUBCN,80.0102764104901
hsa-miR-3125,RUBCN,79.8295094437852
hsa-miR-545-5p,RUBCN,79.6013
hsa-miR-5696,RUBCN,79.3728275825
hsa-miR-320a-5p,RUBCN,78.38921448
hsa-miR-6754-5p,RUBCN,78.3822626467898
hsa-miR-5584-5p,RUBCN,78.2354752576
hsa-miR-4279,RUBCN,77.9105922476
hsa-miR-873-3p,RUBCN,77.8292
hsa-miR-3916,RUBCN,76.477395016909
hsa-miR-6859-5p,RUBCN,76.434076684253
hsa-miR-6783-5p,RUBCN,76.4195
hsa-miR-4641,RUBCN,76.19259248
hsa-miR-212-5p,RUBCN,74.6767
hsa-miR-4722-5p,RUBCN,74.580403183
hsa-miR-3661,RUBCN,74.2101540762
hsa-miR-4712-3p,RUBCN,73.9663776354539
hsa-miR-4267,RUBCN,73.7717672015844
hsa-miR-148a-3p,RUBCN,73.6358
hsa-miR-148b-3p,RUBCN,73.6358
hsa-miR-152-3p,RUBCN,73.6358
hsa-miR-223-3p,RUBCN,72.1473
hsa-miR-7-5p,RUBCN,71.6318983928219
hsa-miR-12117,RUBCN,71.2958237011
hsa-miR-767-5p,RUBCN,70.8780773312
hsa-miR-5093,RUBCN,70.3909473248757
hsa-miR-6077,RUBCN,70.08725
hsa-miR-4284,RUBCN,69.9393000218109
hsa-miR-12120,RUBCN,69.9046
hsa-miR-6509-3p,RUBCN,69.6595135287
hsa-miR-3919,RUBCN,69.3108119341
hsa-miR-6515-3p,RUBCN,69.002725295
hsa-miR-631,RUBCN,68.9137993727
hsa-miR-10527-5p,RUBCN,68.2237
hsa-miR-940,RUBCN,67.961896917
hsa-miR-3942-3p,RUBCN,67.9263131953255
hsa-miR-3119,RUBCN,67.6421561422
hsa-miR-6808-5p,RUBCN,67.6261370569
hsa-miR-6893-5p,RUBCN,67.6261370569
hsa-miR-4772-3p,RUBCN,67.1950466006
hsa-miR-4668-5p,RUBCN,67.1053126483
hsa-miR-619-5p,RUBCN,66.9710280051264
hsa-miR-877-5p,RUBCN,66.9177417294
hsa-miR-1827,RUBCN,66.028736886
hsa-miR-197-3p,RUBCN,65.7406687508438
hsa-miR-8485,RUBCN,65.5926566412936
hsa-miR-520f-3p,RUBCN,64.2983
hsa-miR-4795-5p,RUBCN,63.994450585
hsa-miR-205-5p,RUBCN,63.1936915216288
hsa-miR-1227-3p,RUBCN,62.133762632
hsa-miR-6081,RUBCN,62.0194
hsa-miR-4516,RUBCN,61.3491467733667
hsa-miR-148b-5p,RUBCN,60.7937938051988
hsa-miR-6506-5p,RUBCN,60.552442690161
hsa-miR-4755-5p,RUBCN,59.0115
hsa-miR-5006-3p,RUBCN,59.0115
hsa-miR-6874-3p,RUBCN,58.8397436893872
hsa-miR-6778-3p,RUBCN,58.3697245752623
hsa-miR-4711-5p,RUBCN,57.6135318720033
hsa-miR-3124-3p,RUBCN,57.0379330707085
hsa-miR-4729,RUBCN,56.342967364
hsa-miR-8078,RUBCN,56.2029
hsa-miR-301a-5p,RUBCN,56.132248459
hsa-miR-301b-5p,RUBCN,56.132248459
hsa-miR-106a-5p,RUBCN,55.4546105933
hsa-miR-106b-5p,RUBCN,55.4546105933
hsa-miR-20a-5p,RUBCN,55.4546105933
hsa-miR-526b-3p,RUBCN,55.4546105933
hsa-miR-3665,RUBCN,55.2073530718
hsa-miR-1304-5p,RUBCN,54.9699
hsa-miR-584-3p,RUBCN,54.6444485437643
hsa-miR-1301-3p,RUBCN,54.6431
hsa-miR-5047,RUBCN,54.6431
hsa-miR-3192-5p,RUBCN,54.5246659360965
hsa-miR-1236-3p,RUBCN,54.1201340002
hsa-miR-6165,RUBCN,53.6741210352
hsa-miR-4477a,RUBCN,53.6554
hsa-miR-9500,RUBCN,53.494744043
hsa-miR-4768-3p,RUBCN,53.4208
hsa-miR-6796-3p,RUBCN,53.3668076143
hsa-miR-4468,RUBCN,53.3146
hsa-miR-17-5p,RUBCN,53.3142717016
hsa-miR-20b-5p,RUBCN,53.3142717016
hsa-miR-519d-3p,RUBCN,53.3142717016
hsa-miR-93-5p,RUBCN,53.3142717016
hsa-miR-4487,RUBCN,52.9872499848604
hsa-miR-4262,RUBCN,52.9101134668
hsa-miR-3116,RUBCN,52.5030403717
hsa-miR-6814-5p,RUBCN,52.2466402892836
hsa-miR-516a-3p,RUBCN,52.2282
hsa-miR-516b-3p,RUBCN,52.2282
hsa-miR-7162-5p,RUBCN,52.2282
hsa-miR-4775,RUBCN,51.9331963345
hsa-miR-6892-5p,RUBCN,51.55
hsa-miR-7845-5p,RUBCN,51.2083317618461
hsa-miR-4764-5p,RUBCN,50.5312334787
hsa-miR-4314,RUBCN,50.315050419
hsa-miR-548n,RUBCN,50.0
hsa-miR-675-5p,RUBCN,50.0
hsa-miR-5011-5p,SERPINE1,99.9651206359651
hsa-miR-190a-3p,SERPINE1,99.7296502406156
hsa-miR-4646-3p,SERPINE1,95.29826
hsa-miR-1825,SERPINE1,93.7247163874
hsa-miR-337-3p,SERPINE1,90.59484
hsa-miR-1277-5p,SERPINE1,90.4516150255295
hsa-miR-3925-3p,SERPINE1,90.40141
hsa-miR-19a-3p,SERPINE1,90.1544837687
hsa-miR-19b-3p,SERPINE1,90.1544837687
hsa-miR-6771-3p,SERPINE1,89.9294
hsa-miR-510-3p,SERPINE1,89.6191
hsa-miR-4433b-5p,SERPINE1,88.0587
hsa-miR-4795-3p,SERPINE1,86.577498598
hsa-miR-2355-3p,SERPINE1,85.7748
hsa-miR-199a-5p,SERPINE1,85.6203
hsa-miR-199b-5p,SERPINE1,85.6203
hsa-miR-551b-5p,SERPINE1,84.9636
hsa-miR-486-5p,SERPINE1,84.8752032914791
hsa-miR-494-3p,SERPINE1,83.8342
hsa-miR-642a-3p,SERPINE1,82.053013703
hsa-miR-642b-3p,SERPINE1,82.053013703
hsa-miR-4753-3p,SERPINE1,80.5379714775
hsa-miR-3613-3p,SERPINE1,80.0197
hsa-miR-30a-3p,SERPINE1,79.9332478268
hsa-miR-30d-3p,SERPINE1,79.9332478268
hsa-miR-30e-3p,SERPINE1,79.9332478268
hsa-miR-1200,SERPINE1,79.8821
hsa-miR-3609,SERPINE1,79.6919
hsa-miR-548ah-5p,SERPINE1,79.6919
hsa-miR-148a-3p,SERPINE1,78.8398
hsa-miR-148b-3p,SERPINE1,78.8398
hsa-miR-152-3p,SERPINE1,78.8398
hsa-miR-6809-3p,SERPINE1,78.4391962846401
hsa-miR-4666a-5p,SERPINE1,77.426
hsa-miR-134-5p,SERPINE1,76.9526
hsa-miR-3118,SERPINE1,76.9526
hsa-miR-4262,SERPINE1,76.3971846122
hsa-miR-432-5p,SERPINE1,74.5612
hsa-miR-548an,SERPINE1,74.1308
hsa-miR-4656,SERPINE1,74.1131
hsa-miR-145-5p,SERPINE1,74.0425
hsa-miR-3201,SERPINE1,73.7065
hsa-miR-4791,SERPINE1,73.7065
hsa-miR-2116-3p,SERPINE1,73.5421969392
hsa-miR-181a-5p,SERPINE1,73.1613529126
hsa-miR-181b-5p,SERPINE1,73.1613529126
hsa-miR-181c-5p,SERPINE1,73.1613529126
hsa-miR-181d-5p,SERPINE1,73.1613529126
hsa-miR-4659a-3p,SERPINE1,72.2997497683219
hsa-miR-4659b-3p,SERPINE1,72.2997497683219
hsa-miR-519d-5p,SERPINE1,71.9082
hsa-miR-1236-3p,SERPINE1,71.7539
hsa-miR-4713-5p,SERPINE1,71.0107084853
hsa-miR-454-3p,SERPINE1,70.188
hsa-miR-12116,SERPINE1,70.1681
hsa-miR-937-5p,SERPINE1,69.505228147
hsa-miR-942-5p,SERPINE1,69.4064566072
hsa-miR-3620-3p,SERPINE1,69.0278
hsa-miR-4531,SERPINE1,68.4941897385564
hsa-miR-3616-5p,SERPINE1,68.3131
hsa-miR-573,SERPINE1,68.3131
hsa-miR-374a-3p,SERPINE1,68.0322
hsa-miR-6875-3p,SERPINE1,67.8669137898196
hsa-miR-143-3p,SERPINE1,65.5689
hsa-miR-4770,SERPINE1,65.5689
hsa-miR-5195-3p,SERPINE1,65.4359
hsa-miR-5702,SERPINE1,65.2164727961
hsa-miR-130a-3p,SERPINE1,64.8886
hsa-miR-130b-3p,SERPINE1,64.8886
hsa-miR-301a-3p,SERPINE1,64.8886
hsa-miR-301b-3p,SERPINE1,64.8886
hsa-miR-3666,SERPINE1,64.8886
hsa-miR-4295,SERPINE1,64.8886
hsa-miR-5689,SERPINE1,64.6747
hsa-miR-3064-5p,SERPINE1,64.5109
hsa-miR-3085-3p,SERPINE1,64.5109
hsa-miR-6504-5p,SERPINE1,64.5109
hsa-miR-6088,SERPINE1,63.9764
hsa-miR-5692a,SERPINE1,63.958
hsa-miR-541-3p,SERPINE1,63.4618
hsa-miR-654-5p,SERPINE1,63.4618
hsa-miR-1911-3p,SERPINE1,63.2031
hsa-miR-6719-3p,SERPINE1,63.1001538744
hsa-miR-629-3p,SERPINE1,62.9883
hsa-miR-6809-5p,SERPINE1,62.9169
hsa-miR-4324,SERPINE1,62.5579
hsa-miR-425-5p,SERPINE1,60.9786
hsa-miR-7110-3p,SERPINE1,60.359025088
hsa-miR-378a-5p,SERPINE1,59.9283828481
hsa-miR-6833-3p,SERPINE1,59.5049327654
hsa-miR-6880-5p,SERPINE1,59.15
hsa-miR-548az-5p,SERPINE1,58.9002
hsa-miR-548t-5p,SERPINE1,58.9002
hsa-miR-30b-5p,SERPINE1,58.5179
hsa-miR-30c-5p,SERPINE1,58.5179
hsa-miR-4768-5p,SERPINE1,57.2353278484
hsa-miR-6815-3p,SERPINE1,56.5547
hsa-miR-130b-5p,SERPINE1,56.4711
hsa-miR-6873-3p,SERPINE1,56.2210499867979
hsa-miR-942-3p,SERPINE1,56.044
hsa-miR-3921,SERPINE1,55.94
hsa-miR-4653-5p,SERPINE1,55.94
hsa-miR-548aw,SERPINE1,55.6637
hsa-miR-3145-5p,SERPINE1,54.3985
hsa-miR-6828-3p,SERPINE1,54.3145
hsa-miR-627-3p,SERPINE1,53.7861
hsa-miR-192-5p,SERPINE1,53.2592
hsa-miR-215-5p,SERPINE1,53.2592
hsa-miR-324-3p,SERPINE1,52.8557488068
hsa-miR-583,SERPINE1,52.47657139828
hsa-miR-3605-5p,SERPINE1,52.352
hsa-miR-6072,SERPINE1,52.1327
hsa-miR-4522,SERPINE1,51.7912
hsa-miR-766-3p,SERPINE1,51.7497
hsa-miR-4422,SERPINE1,51.6811
hsa-miR-6731-3p,SERPINE1,51.6754
hsa-miR-34a-5p,SERPINE1,50.8949
hsa-miR-449a,SERPINE1,50.8949
hsa-miR-5011-5p,SLC2A1,95.7721072582988
hsa-miR-4427,SLC2A1,93.431552762464
hsa-miR-1238-5p,SLC2A1,91.6555
hsa-miR-4758-5p,SLC2A1,91.6555
hsa-miR-92a-1-5p,SLC2A1,91.14953
hsa-miR-6077,SLC2A1,90.01192
hsa-miR-6081,SLC2A1,88.3825790082
hsa-miR-148a-3p,SLC2A1,87.8906
hsa-miR-148b-3p,SLC2A1,87.8906
hsa-miR-152-3p,SLC2A1,87.8906
hsa-miR-4653-3p,SLC2A1,86.7726
hsa-miR-8055,SLC2A1,86.2995095813903
hsa-miR-3664-3p,SLC2A1,85.8893
hsa-miR-4742-3p,SLC2A1,85.8844
hsa-miR-1263,SLC2A1,84.4407
hsa-miR-223-5p,SLC2A1,83.6842
hsa-miR-1266-5p,SLC2A1,81.4139
hsa-miR-4518,SLC2A1,81.4139
hsa-miR-6773-5p,SLC2A1,81.3236
hsa-miR-1284,SLC2A1,81.1213
hsa-miR-1277-5p,SLC2A1,80.446
hsa-miR-140-5p,SLC2A1,80.3986878734686
hsa-miR-3163,SLC2A1,80.1061451724
hsa-miR-3140-3p,SLC2A1,80.0424
hsa-miR-548aa,SLC2A1,79.9164374302476
hsa-miR-548ap-3p,SLC2A1,79.9164374302476
hsa-miR-548t-3p,SLC2A1,79.9164374302476
hsa-miR-8063,SLC2A1,79.8627409479
hsa-miR-548ac,SLC2A1,78.6136
hsa-miR-548bb-3p,SLC2A1,78.6136
hsa-miR-548d-3p,SLC2A1,78.6136
hsa-miR-548h-3p,SLC2A1,78.6136
hsa-miR-548z,SLC2A1,78.6136
hsa-miR-6721-5p,SLC2A1,78.0992
hsa-miR-4269,SLC2A1,77.8900416139
hsa-miR-6715b-5p,SLC2A1,77.8900416139
hsa-miR-6724-5p,SLC2A1,76.3084
hsa-miR-4722-5p,SLC2A1,76.1583800952
hsa-miR-3140-5p,SLC2A1,75.886
hsa-miR-605-3p,SLC2A1,75.4327
hsa-miR-6838-3p,SLC2A1,75.0882
hsa-miR-3652,SLC2A1,72.0555
hsa-miR-4430,SLC2A1,72.0555
hsa-miR-12128,SLC2A1,71.768669328
hsa-miR-6861-5p,SLC2A1,71.7016
hsa-miR-545-5p,SLC2A1,71.5959
hsa-miR-4254,SLC2A1,70.8872
hsa-miR-4699-3p,SLC2A1,70.4566588943
hsa-miR-6529-5p,SLC2A1,69.5424288016
hsa-miR-144-3p,SLC2A1,69.4493
hsa-miR-6134,SLC2A1,69.3956519092
hsa-miR-3925-3p,SLC2A1,69.3075755056
hsa-miR-5580-5p,SLC2A1,69.2318
hsa-miR-9-5p,SLC2A1,68.7225
hsa-miR-6846-3p,SLC2A1,68.3982
hsa-miR-6083,SLC2A1,67.8379
hsa-miR-410-3p,SLC2A1,67.7849
hsa-miR-4709-5p,SLC2A1,67.2466
hsa-miR-663b,SLC2A1,66.7389
hsa-miR-6851-3p,SLC2A1,66.6874941333
hsa-miR-488-5p,SLC2A1,66.6791
hsa-miR-505-5p,SLC2A1,66.318700912
hsa-miR-10401-5p,SLC2A1,66.2677
hsa-miR-5579-5p,SLC2A1,65.8904
hsa-miR-513b-3p,SLC2A1,65.4236
hsa-miR-4638-3p,SLC2A1,65.0091
hsa-miR-3064-5p,SLC2A1,64.7968
hsa-miR-3085-3p,SLC2A1,64.7968
hsa-miR-6504-5p,SLC2A1,64.7968
hsa-miR-6867-5p,SLC2A1,64.725124078
hsa-miR-4433a-3p,SLC2A1,64.402581629
hsa-miR-5688,SLC2A1,63.1848
hsa-miR-7843-5p,SLC2A1,63.150916367
hsa-miR-518c-5p,SLC2A1,63.07325
hsa-miR-328-3p,SLC2A1,62.6060121305
hsa-miR-520e-5p,SLC2A1,62.1849
hsa-miR-4789-5p,SLC2A1,62.1272
hsa-miR-6825-5p,SLC2A1,61.9231001944
hsa-miR-3135b,SLC2A1,61.2184
hsa-miR-198,SLC2A1,60.813
hsa-miR-378a-3p,SLC2A1,60.584005156
hsa-miR-378b,SLC2A1,60.584005156
hsa-miR-378c,SLC2A1,60.584005156
hsa-miR-378d,SLC2A1,60.584005156
hsa-miR-378e,SLC2A1,60.584005156
hsa-miR-378f,SLC2A1,60.584005156
hsa-miR-378h,SLC2A1,60.584005156
hsa-miR-378i,SLC2A1,60.584005156
hsa-miR-422a,SLC2A1,60.584005156
hsa-miR-4691-5p,SLC2A1,60.3678
hsa-miR-6792-3p,SLC2A1,60.3678
hsa-miR-6843-3p,SLC2A1,59.7174
hsa-miR-6848-3p,SLC2A1,59.7174
hsa-miR-3127-5p,SLC2A1,59.4071419582
hsa-miR-495-3p,SLC2A1,59.0749
hsa-miR-7-1-3p,SLC2A1,59.0749
hsa-miR-7-2-3p,SLC2A1,59.0749
hsa-miR-3663-5p,SLC2A1,58.9525
hsa-miR-1299,SLC2A1,58.84667548
hsa-miR-190a-3p,SLC2A1,58.7841774664
hsa-miR-4296,SLC2A1,58.0832
hsa-miR-3914,SLC2A1,57.7849741834
hsa-miR-4668-3p,SLC2A1,57.6286
hsa-miR-4768-3p,SLC2A1,57.2535
hsa-miR-6775-3p,SLC2A1,56.9272753513
hsa-miR-186-5p,SLC2A1,55.873036927
hsa-miR-1291,SLC2A1,55.7291171515
hsa-miR-1303,SLC2A1,55.4067
hsa-miR-122b-5p,SLC2A1,54.3872776228
hsa-miR-340-5p,SLC2A1,54.3743
hsa-miR-3657,SLC2A1,53.801
hsa-miR-4669,SLC2A1,53.801
hsa-miR-4632-5p,SLC2A1,53.6643903705
hsa-miR-1825,SLC2A1,53.6443
hsa-miR-330-5p,SLC2A1,53.4311
hsa-miR-5706,SLC2A1,53.3624
hsa-miR-4436b-3p,SLC2A1,53.2871308977
hsa-miR-6735-5p,SLC2A1,53.2871308977
hsa-miR-6879-5p,SLC2A1,53.2871308977
hsa-miR-6740-3p,SLC2A1,52.4689
hsa-miR-302e,SLC2A1,52.1339
hsa-miR-6745,SLC2A1,52.0292
hsa-miR-214-5p,SLC2A1,51.6366463514
hsa-miR-875-3p,SLC2A1,51.2752
hsa-miR-5010-3p,SLC2A1,51.1062
hsa-miR-6514-5p,SLC2A1,50.5656
hsa-miR-3191-5p,SLC2A1,50.0
hsa-miR-6792-5p,SPRR1A,76.4855
hsa-miR-6854-5p,SPRR1A,71.5859
hsa-miR-4264,SPRR1A,69.5587
hsa-miR-4475,SPRR1A,64.8627
hsa-miR-548at-5p,SPRR1A,61.2844
hsa-miR-6734-3p,SPRR1A,56.8868
hsa-miR-7-5p,SPRR1A,56.732
hsa-miR-4268,SPRR1A,50.0
hsa-miR-4290,SPRR1A,50.0
hsa-miR-609,SPRR1A,50.0
hsa-miR-6826-5p,SPRR1A,50.0
hsa-miR-8485,SRRM4,99.9066540695665
hsa-miR-5692a,SRRM4,99.7475801650047
hsa-miR-1207-3p,SRRM4,98.9895872766462
hsa-miR-922,SRRM4,97.7333187517425
hsa-miR-6883-5p,SRRM4,95.3928686120662
hsa-miR-8081,SRRM4,94.0795819902721
hsa-miR-4456,SRRM4,93.86586410896
hsa-miR-149-3p,SRRM4,93.6937044672095
hsa-miR-4728-5p,SRRM4,93.407026250344
hsa-miR-6721-5p,SRRM4,92.8788605492147
hsa-miR-6785-5p,SRRM4,92.7865317210836
hsa-miR-937-5p,SRRM4,91.6130597078253
hsa-miR-298,SRRM4,91.592325563199
hsa-miR-587,SRRM4,90.5972635247072
hsa-miR-3153,SRRM4,90.39065693824
hsa-miR-296-5p,SRRM4,90.2485593677677
hsa-miR-95-5p,SRRM4,90.2188917568
hsa-miR-6825-5p,SRRM4,90.0616929321245
hsa-miR-3616-3p,SRRM4,89.8104278016
hsa-miR-887-5p,SRRM4,89.7056085081222
hsa-miR-3164,SRRM4,88.8110072668631
hsa-miR-6804-5p,SRRM4,88.649565377
hsa-miR-6840-3p,SRRM4,88.4727655118205
hsa-miR-6733-5p,SRRM4,88.4535618601201
hsa-miR-6739-5p,SRRM4,88.4535618601201
hsa-miR-6756-5p,SRRM4,87.7518765784429
hsa-miR-30c-1-3p,SRRM4,87.2881559770844
hsa-miR-30c-2-3p,SRRM4,87.2881559770844
hsa-miR-6788-5p,SRRM4,87.2881559770844
hsa-miR-6820-3p,SRRM4,86.9988425970065
hsa-miR-6766-5p,SRRM4,84.9238504339614
hsa-miR-6878-5p,SRRM4,84.0104736768632
hsa-miR-944,SRRM4,83.8733
hsa-miR-4524a-3p,SRRM4,83.0344609038642
hsa-miR-1200,SRRM4,82.857793776
hsa-miR-1202,SRRM4,82.3423772088
hsa-miR-4291,SRRM4,82.1239091042022
hsa-miR-3614-3p,SRRM4,81.6986487942249
hsa-miR-4435,SRRM4,80.6473689832709
hsa-miR-4478,SRRM4,80.6075855979988
hsa-miR-3671,SRRM4,80.4901
hsa-miR-3915,SRRM4,80.2320805984
hsa-miR-4774-5p,SRRM4,79.9956
hsa-miR-4471,SRRM4,79.6793
hsa-miR-6165,SRRM4,79.3662738588449
hsa-miR-4281,SRRM4,78.8414788913
hsa-miR-3972,SRRM4,78.7577522992
hsa-miR-4492,SRRM4,77.8226286117464
hsa-miR-765,SRRM4,77.7939382128001
hsa-miR-6079,SRRM4,77.2675014908
hsa-miR-4516,SRRM4,77.0970648301507
hsa-let-7c-3p,SRRM4,76.816
hsa-miR-4786-5p,SRRM4,76.662312821171
hsa-miR-577,SRRM4,76.6587349971707
hsa-miR-627-5p,SRRM4,76.3271633338258
hsa-miR-2116-3p,SRRM4,75.743103178
hsa-miR-5587-3p,SRRM4,75.570486321
hsa-miR-7847-3p,SRRM4,74.8027569896
hsa-miR-12128,SRRM4,74.4536096664
hsa-miR-646,SRRM4,74.4427874893205
hsa-miR-7856-5p,SRRM4,74.3524
hsa-miR-6778-3p,SRRM4,73.8258311542116
hsa-miR-138-5p,SRRM4,73.8125257679424
hsa-miR-8059,SRRM4,73.3114
hsa-miR-4437,SRRM4,73.2387695491197
hsa-miR-6132,SRRM4,73.0850399637586
hsa-miR-6836-5p,SRRM4,73.0850399637586
hsa-miR-4757-5p,SRRM4,72.4795348363375
hsa-miR-6744-3p,SRRM4,72.4795348363375
hsa-miR-5197-3p,SRRM4,72.3694783629921
hsa-miR-11181-3p,SRRM4,71.5103264883989
hsa-miR-4446-5p,SRRM4,71.4832303758803
hsa-miR-6780a-5p,SRRM4,71.0951024782447
hsa-miR-4673,SRRM4,70.7702493211952
hsa-miR-4743-3p,SRRM4,70.5711423369
hsa-miR-597-3p,SRRM4,70.4065733405505
hsa-miR-874-5p,SRRM4,70.075748869
hsa-miR-2861,SRRM4,69.6304526113
hsa-miR-3124-3p,SRRM4,69.6182116793093
hsa-miR-4498,SRRM4,69.5310809122246
hsa-miR-548s,SRRM4,69.4841132360525
hsa-miR-5001-5p,SRRM4,69.2608944969803
hsa-miR-1225-3p,SRRM4,69.110230374
hsa-miR-6879-3p,SRRM4,69.0736
hsa-miR-4279,SRRM4,68.9377210953357
hsa-miR-6512-3p,SRRM4,68.9118
hsa-miR-6720-5p,SRRM4,68.9118
hsa-miR-4318,SRRM4,68.7276334074
hsa-miR-762,SRRM4,68.561654094905
hsa-miR-876-3p,SRRM4,68.2652032766675
hsa-miR-3929,SRRM4,68.1174595592724
hsa-miR-4254,SRRM4,68.0424557489105
hsa-miR-3679-3p,SRRM4,68.0051197268434
hsa-miR-10526-3p,SRRM4,67.918759323
hsa-miR-939-3p,SRRM4,67.9132804969778
hsa-miR-6731-5p,SRRM4,67.7112250285
hsa-miR-8085,SRRM4,67.7112250285
hsa-miR-4533,SRRM4,67.302905248
hsa-miR-4773,SRRM4,67.2643
hsa-miR-3085-5p,SRRM4,67.1440391908982
hsa-miR-485-5p,SRRM4,67.1170691980357
hsa-miR-6884-5p,SRRM4,67.1170691980357
hsa-miR-7151-3p,SRRM4,66.4391148948
hsa-miR-2467-5p,SRRM4,66.3979953003112
hsa-miR-4477b,SRRM4,65.7922
hsa-miR-7152-5p,SRRM4,65.7676032184
hsa-miR-221-5p,SRRM4,65.6826906528492
hsa-miR-8073,SRRM4,65.6826906528492
hsa-miR-6783-3p,SRRM4,64.9273053505634
hsa-miR-6738-3p,SRRM4,64.8762
hsa-miR-4507,SRRM4,64.7369719154
hsa-miR-1227-3p,SRRM4,64.5576
hsa-miR-1273h-5p,SRRM4,64.5278160428701
hsa-miR-30b-3p,SRRM4,64.5278160428701
hsa-miR-3689a-3p,SRRM4,64.5278160428701
hsa-miR-3689b-3p,SRRM4,64.5278160428701
hsa-miR-3689c,SRRM4,64.5278160428701
hsa-miR-6779-5p,SRRM4,64.5278160428701
hsa-miR-6801-5p,SRRM4,64.5202562664
hsa-miR-7153-3p,SRRM4,64.5131240465776
hsa-miR-6716-5p,SRRM4,64.3566791567236
hsa-miR-4645-5p,SRRM4,64.150680791794
hsa-miR-4723-5p,SRRM4,63.7886171858
hsa-miR-5698,SRRM4,63.7886171858
hsa-miR-6870-5p,SRRM4,63.7886171858
hsa-miR-7111-5p,SRRM4,63.7886171858
hsa-miR-140-3p,SRRM4,63.4595
hsa-miR-5681b,SRRM4,63.149175267464
hsa-miR-9851-5p,SRRM4,63.1281975659429
hsa-miR-1972,SRRM4,62.935302453881
hsa-miR-4483,SRRM4,62.7965593218
hsa-miR-877-3p,SRRM4,62.7451261647222
